2020-07-02 12:22:08 [8]  Shiro第[1]刀整刀,对3周目Boss[4]造成[12,345]伤害,剩余血量[3,395,518]
2020-07-02 12:22:17 [8]  Shiro第[1]刀整刀被撤回,剩余血量[3,407,863]
2020-07-02 12:28:36 [8]  圣骑之痕第[3]刀整刀,对3周目Boss[4]造成[389,366]伤害,剩余血量[3,018,497]
2020-07-02 14:08:04 [8]  Luxerion第[1]刀整刀,对3周目Boss[4]造成[576,277]伤害,剩余血量[2,442,220]
2020-07-02 14:18:40 [8]  Luxerion第[2]刀整刀,对3周目Boss[4]造成[370,021]伤害,剩余血量[2,072,199]
2020-07-02 14:26:50 [8]  Luxerion第[3]刀整刀,对3周目Boss[4]造成[650,781]伤害,剩余血量[1,421,418]
2020-07-02 18:40:31 [8]  血与泪第[1]刀整刀,对3周目Boss[4]造成[719,067]伤害,剩余血量[702,351]
2020-07-02 18:42:38 [8]  扎克 特兰提斯第[1]刀整刀,对3周目Boss[4]造成[633,815]伤害,剩余血量[68,536]
2020-07-02 18:47:12 [8]  扎克 特兰提斯第[1.5]刀尾刀,对3周目Boss[4]造成[68,536]伤害,当前Boss已被击杀
2020-07-02 18:47:27 [8]  扎克 特兰提斯第[2]刀补刀,对3周目Boss[4]造成[396,544]伤害,剩余血量[11,603,456]
2020-07-02 18:53:03 [8]  在?看看熊猫第[1]刀整刀,对3周目Boss[4]造成[766,891]伤害,剩余血量[10,836,565]
2020-07-02 18:58:14 [8]  在?看看熊猫第[2]刀整刀,对3周目Boss[4]造成[574,564]伤害,剩余血量[10,262,001]
2020-07-02 18:59:44 [8]  珈百璃第[1]刀整刀,对3周目Boss[4]造成[916,111]伤害,剩余血量[9,345,890]
2020-07-02 19:05:03 [8]  霸王黄龙第[2]刀整刀,对3周目Boss[4]造成[600,120]伤害,剩余血量[8,745,770]
2020-07-02 19:05:10 [8]  在?看看熊猫第[3]刀整刀,对3周目Boss[4]造成[365,942]伤害,剩余血量[8,379,828]
2020-07-02 19:06:41 [8]  菠萝灵波第[3]刀整刀,对3周目Boss[4]造成[756,390]伤害,剩余血量[7,623,438]
2020-07-02 19:09:49 [8]  霸王黄龙第[3]刀整刀,对3周目Boss[4]造成[722,992]伤害,剩余血量[6,900,446]
2020-07-02 19:18:16 [8]  虚空的风灯第[1]刀整刀,对3周目Boss[4]造成[722,528]伤害,剩余血量[6,177,918]
2020-07-02 19:23:52 [8]  霸王黄龙第[4]刀整刀,对3周目Boss[4]造成[677,245]伤害,剩余血量[5,500,673]
2020-07-02 19:27:29 [8]  刚玉狐第[1]刀整刀,对3周目Boss[4]造成[739,468]伤害,剩余血量[4,761,205]
2020-07-02 19:33:24 [8]  珈百璃第[-1]刀整刀,对3周目Boss[4]造成[812,687]伤害,剩余血量[3,948,518]
2020-07-02 19:35:27 [8]  Ar.ak第[1]刀整刀,对3周目Boss[4]造成[846,392]伤害,剩余血量[3,102,126]
2020-07-02 19:40:04 [8]  沫凉第[1]刀整刀,对3周目Boss[4]造成[868,536]伤害,剩余血量[2,233,590]
2020-07-02 19:42:29 [8]  刚玉狐第[2]刀整刀,对3周目Boss[4]造成[572,382]伤害,剩余血量[1,661,208]
2020-07-02 19:43:02 [8]  我就叫柚子第[1]刀整刀,对3周目Boss[4]造成[797,162]伤害,剩余血量[864,046]
2020-07-02 19:48:21 [8]  虚空的风灯第[1.5]刀尾刀,对3周目Boss[5]造成[864,046]伤害,当前Boss已被击杀
2020-07-02 19:50:41 [8]  虚空的风灯第[2]刀补刀,对3周目Boss[5]造成[9,900]伤害,剩余血量[19,990,100]
2020-07-02 19:51:36 [8]  珈百璃第[3]刀整刀,对3周目Boss[5]造成[741,481]伤害,剩余血量[19,248,619]
2020-07-02 19:58:44 [8]  珈百璃第[4]刀整刀,对3周目Boss[5]造成[447,618]伤害,剩余血量[18,801,001]
2020-07-02 20:00:05 [8]  Anemone第[1]刀整刀,对3周目Boss[5]造成[626,774]伤害,剩余血量[18,174,227]
2020-07-02 20:07:06 [8]  刚玉狐第[3]刀整刀,对3周目Boss[5]造成[480,730]伤害,剩余血量[17,693,497]
2020-07-02 20:07:29 [8]  Anemone第[2]刀整刀,对3周目Boss[5]造成[525,832]伤害,剩余血量[17,167,665]
2020-07-02 20:07:41 [8]  珈百璃第[5]刀整刀,对3周目Boss[5]造成[605,967]伤害,剩余血量[16,561,698]
2020-07-02 20:10:14 [8]  Anemone第[3]刀整刀,对3周目Boss[5]造成[377,557]伤害,剩余血量[16,184,141]
2020-07-02 20:19:21 [8]  Ar.ak第[2]刀整刀,对3周目Boss[5]造成[708,967]伤害,剩余血量[15,475,174]
2020-07-02 20:21:50 [8]  珈百璃第[6]刀整刀,对3周目Boss[5]造成[406,875]伤害,剩余血量[15,068,299]
2020-07-02 21:24:43 [8]  警觉的食材第[2]刀整刀,对3周目Boss[5]造成[754,413]伤害,剩余血量[14,313,886]
2020-07-02 22:15:51 [8]  警觉的食材第[3]刀整刀,对3周目Boss[5]造成[489,483]伤害,剩余血量[13,824,403]
2020-07-02 22:27:03 [8]  泠泠（hh剑，这就是星辰大海啊）第[1]刀整刀,对3周目Boss[5]造成[539,779]伤害,剩余血量[13,284,624]
2020-07-02 22:27:38 [8]  血与泪第[2]刀整刀,对3周目Boss[5]造成[539,054]伤害,剩余血量[12,745,570]
2020-07-02 22:28:37 [8]  温泉第[2]刀整刀,对3周目Boss[5]造成[496,808]伤害,剩余血量[12,248,762]
2020-07-02 22:33:06 [8]  温泉第[3]刀整刀,对3周目Boss[5]造成[302,925]伤害,剩余血量[11,945,837]
2020-07-02 22:40:48 [8]  沫凉第[2]刀整刀,对3周目Boss[5]造成[527,805]伤害,剩余血量[11,418,032]
